"outer iteration","expectation estimate","lower bound","upper bound"
8.7200000000000000e+02,1.0045590836850173e+00,9.8880212562523795e-01,1.0198004364118787e+00
8.7300000000000000e+02,1.0043012810185583e+00,9.8848655544683961e-01,1.0194748594490051e+00
8.7400000000000000e+02,1.0039807074479223e+00,9.8890302706401478e-01,1.0198997628882014e+00
8.7500000000000000e+02,1.0044013949761081e+00,9.8858790244758665e-01,1.0195746438715532e+00
8.7600000000000000e+02,1.0040812731595699e+00,9.8898194328361899e-01,1.0199721661125007e+00
8.7700000000000000e+02,1.0044770546980599e+00,9.8885553139412286e-01,1.0198154265578925e+00
8.7800000000000000e+02,1.0043354789760077e+00,9.8885548400971846e-01,1.0197802344911999e+00
8.7900000000000000e+02,1.0043178592504591e+00,9.8848914716922343e-01,1.0194122308204827e+00
8.8000000000000000e+02,1.0039506889948531e+00,9.8893115772759632e-01,1.0198693106389660e+00
8.8100000000000000e+02,1.0044002341832812e+00,9.8937226323878402e-01,1.0203252567509455e+00
8.8200000000000000e+02,1.0048487599948648e+00,9.8971962228838983e-01,1.0206670153958275e+00
8.8300000000000000e+02,1.0051933188421087e+00,9.8951293228528026e-01,1.0204371433851327e+00
8.8400000000000000e+02,1.0049750378352065e+00,9.8982020322288733e-01,1.0207319808415347e+00
8.8500000000000000e+02,1.0052760920322110e+00,9.9003598136799342e-01,1.0209231586455090e+00
8.8600000000000000e+02,1.0054795700067511e+00,9.9045872238861665e-01,1.0213566322473751e+00
8.8700000000000000e+02,1.0059076773179958e+00,9.9012468728656011e-01,1.0210160781365045e+00
8.8800000000000000e+02,1.0055703827115323e+00,9.9007917312547356e-01,1.0209367840244130e+00
8.8900000000000000e+02,1.0055079785749432e+00,9.9050324135675316e-01,1.0213721190209477e+00
8.9000000000000000e+02,1.0059376801888504e+00,9.9032958409739991e-01,1.0211724857414590e+00
8.9100000000000000e+02,1.0057510349194294e+00,9.9075466926926781e-01,1.0216092114714002e+00
8.9200000000000000e+02,1.0061819403703340e+00,9.9070786204344308e-01,1.0215288592410963e+00
8.9300000000000000e+02,1.0061183606422697e+00,9.9085059115177188e-01,1.0216411661220413e+00
8.9400000000000000e+02,1.0062458786369066e+00,9.9057463028856962e-01,1.0213508027287241e+00
8.9500000000000000e+02,1.0059627165086469e+00,9.9056294867328898e-01,1.0213049790855773e+00
8.9600000000000000e+02,1.0059339638794331e+00,9.9099530250838563e-01,1.0217512563232132e+00
8.9700000000000000e+02,1.0063732794157993e+00,9.9074249522581603e-01,1.0214812638935291e+00
8.9800000000000000e+02,1.0061118795596726e+00,9.9052423674849621e-01,1.0212418962801779e+00
8.9900000000000000e+02,1.0058830665143370e+00,9.9095523830865118e-01,1.0216866901515027e+00
9.0000000000000000e+02,1.0063209642300770e+00,9.9081934238631342e-01,1.0215223205539219e+00
9.0100000000000000e+02,1.0061708314701177e+00,9.9124914635367378e-01,1.0219657519935017e+00
9.0200000000000000e+02,1.0066074491735877e+00,9.9108368458437113e-01,1.0217742412569426e+00
9.0300000000000000e+02,1.0064289629206569e+00,9.9140160501336161e-01,1.0220827617460768e+00
9.0400000000000000e+02,1.0067421833797192e+00,9.9121788933327015e-01,1.0218747492077667e+00
9.0500000000000000e+02,1.0065463192705184e+00,9.9098466533334406e-01,1.0216224531169371e+00
9.0600000000000000e+02,1.0063035592251406e+00,9.9124479336849602e-01,1.0218646145461332e+00
9.0700000000000000e+02,1.0065547039573146e+00,9.9127975467460683e-01,1.0218659361608085e+00
9.0800000000000000e+02,1.0065728454177076e+00,9.9104702416251600e-01,1.0216142876265346e+00
9.0900000000000000e+02,1.0063306558945253e+00,9.9120366584034014e-01,1.0217424347863644e+00
9.1000000000000000e+02,1.0064730503133523e+00,9.9088256266188490e-01,1.0214143079764286e+00
9.1100000000000000e+02,1.0061484353191568e+00,9.9127302027885311e-01,1.0218101586086361e+00
9.1200000000000000e+02,1.0065415894437446e+00,9.9169732048958903e-01,1.0222476943743000e+00
9.1300000000000000e+02,1.0069725074319444e+00,9.9170810443640389e-01,1.0222250622301934e+00
9.1400000000000000e+02,1.0069665833332986e+00,9.9139744347629766e-01,1.0219059981746652e+00
9.1500000000000000e+02,1.0066517208254815e+00,9.9115900611335672e-01,1.0216496625462419e+00
9.1600000000000000e+02,1.0064043343297993e+00,9.9129896393611550e-01,1.0217603264011905e+00
9.1700000000000000e+02,1.0065296451686530e+00,9.9102772597219679e-01,1.0214754036029878e+00
9.1800000000000000e+02,1.0062515647875923e+00,9.9098978636052915e-01,1.0214050721657457e+00
9.1900000000000000e+02,1.0061974292631375e+00,9.9068888279620815e-01,1.0210946961996004e+00
9.2000000000000000e+02,1.0058917894979043e+00,9.9111018668437278e-01,1.0215292190443392e+00
9.2100000000000000e+02,1.0063197028643560e+00,9.9104731868599083e-01,1.0214349183062714e+00
9.2200000000000000e+02,1.0062411184961311e+00,9.9133137762988721e-01,1.0217054921729116e+00
9.2300000000000000e+02,1.0065184349013994e+00,9.9099445859308788e-01,1.0213647281195126e+00
9.2400000000000000e+02,1.0061795933563003e+00,9.9062822291216557e-01,1.0209994805479199e+00
9.2500000000000000e+02,1.0058138517300428e+00,9.9055759366776974e-01,1.0208979278141810e+00
9.2600000000000000e+02,1.0057277607409754e+00,9.9037856226651189e-01,1.0206953828252805e+00
9.2700000000000000e+02,1.0055369725458962e+00,9.9010027570447512e-01,1.0204049146238807e+00
9.2800000000000000e+02,1.0052525951641780e+00,9.9047398373540096e-01,1.0207816773394576e+00
9.2900000000000000e+02,1.0056278305374293e+00,9.9064051966417532e-01,1.0209215747003364e+00
9.3000000000000000e+02,1.0057810471822559e+00,9.9089311768500343e-01,1.0211567341368737e+00
9.3100000000000000e+02,1.0060249259109386e+00,9.9118309310717534e-01,1.0214347027612476e+00
9.3200000000000000e+02,1.0063088979342114e+00,9.9108250993323654e-01,1.0213050606797816e+00
9.3300000000000000e+02,1.0061937853065090e+00,9.9077716539810379e-01,1.0209916776997043e+00
9.3400000000000000e+02,1.0058844215489040e+00,9.9053037416750578e-01,1.0207290629765760e+00
9.3500000000000000e+02,1.0056297185720409e+00,9.9035243657470229e-01,1.0205279966426088e+00
9.3600000000000000e+02,1.0054402166086556e+00,9.9076707112556717e-01,1.0209555387900533e+00
9.3700000000000000e+02,1.0058613049578102e+00,9.9108507109974187e-01,1.0212665149979971e+00
9.3800000000000000e+02,1.0061757930488695e+00,9.9145105741258699e-01,1.0216346358413653e+00
9.3900000000000000e+02,1.0065428466269761e+00,9.9114302958984102e-01,1.0213192213324285e+00
9.4000000000000000e+02,1.0062311254611347e+00,9.9131247232340325e-01,1.0214628331530031e+00
9.4100000000000000e+02,1.0063876527382032e+00,9.9113690777022467e-01,1.0212641816295451e+00
9.4200000000000000e+02,1.0062005446998850e+00,9.9087934423586643e-01,1.0209925205638708e+00
9.4300000000000000e+02,1.0059359323998687e+00,9.9098103040599184e-01,1.0210642247277082e+00
9.4400000000000000e+02,1.0060226275668500e+00,9.9087014178239652e-01,1.0209254805136492e+00
9.4500000000000000e+02,1.0058978111480228e+00,9.9128045966756007e-01,1.0213483596450859e+00
9.4600000000000000e+02,1.0063144096563230e+00,9.9113983874484579e-01,1.0211820069972866e+00
9.4700000000000000e+02,1.0061609228710662e+00,9.9116881874516616e-01,1.0211793412173280e+00
9.4800000000000000e+02,1.0061740799812471e+00,9.9096907623479213e-01,1.0209592540481409e+00
9.4900000000000000e+02,1.0059641651414666e+00,9.9074767282459131e-01,1.0207198769544701e+00
9.5000000000000000e+02,1.0057337748895308e+00,9.9066539957868283e-01,1.0206084904986328e+00
9.5100000000000000e+02,1.0056369450386577e+00,9.9054356693783852e-01,1.0204598957234681e+00
9.5200000000000000e+02,1.0055017313306533e+00,9.9045044907761393e-01,1.0203383446447101e+00
9.5300000000000000e+02,1.0053943968611621e+00,9.9036663482804743e-01,1.0202256820710951e+00
9.5400000000000000e+02,1.0052961584495712e+00,9.9015164277990020e-01,1.0199923504605646e+00
9.5500000000000000e+02,1.0050719966202324e+00,9.9036353966042878e-01,1.0201834867295114e+00
9.5600000000000000e+02,1.0052735131949702e+00,9.9005334802936729e-01,1.0198673889978986e+00
9.5700000000000000e+02,1.0049603685136330e+00,9.9037323768305618e-01,1.0201820899777858e+00
9.5800000000000000e+02,1.0052776638304211e+00,9.9018629951381432e-01,1.0199741158342219e+00
9.5900000000000000e+02,1.0050802076740182e+00,9.9056586014550263e-01,1.0203604470426322e+00
9.6000000000000000e+02,1.0054631535940675e+00,9.9097019426525923e-01,1.0207772083846511e+00
9.6100000000000000e+02,1.0058737013249552e+00,9.9129518671620109e-01,1.0210980847276132e+00
9.6200000000000000e+02,1.0061966357219072e+00,9.9103116824568083e-01,1.0208219181887372e+00
9.6300000000000000e+02,1.0059265432172091e+00,9.9085673911677363e-01,1.0206254536532890e+00
9.6400000000000000e+02,1.0057410963850313e+00,9.9056605430914080e-01,1.0203263554740734e+00
9.6500000000000000e+02,1.0054462048916071e+00,9.9026477636511356e-01,1.0200182285984678e+00
9.6600000000000000e+02,1.0051415024817907e+00,9.9043854401669984e-01,1.0201679834064010e+00
9.6700000000000000e+02,1.0053032637115504e+00,9.9063478309721553e-01,1.0203423842470074e+00
9.6800000000000000e+02,1.0054885836721115e+00,9.9089659280131448e-01,1.0205903318257397e+00
9.6900000000000000e+02,1.0057434623135271e+00,9.9064796408385458e-01,1.0203279757204351e+00
9.7000000000000000e+02,1.0054879699021448e+00,9.9073720124324849e-01,1.0203880899185749e+00
9.7100000000000000e+02,1.0055626455809117e+00,9.9089798200669366e-01,1.0205240699164162e+00
9.7200000000000000e+02,1.0057110259615549e+00,9.9077808530260081e-01,1.0203783004420559e+00
9.7300000000000000e+02,1.0055781928723284e+00,9.9107515971287008e-01,1.0206672614231711e+00
9.7400000000000000e+02,1.0058712105680205e+00,9.9131486676085045e-01,1.0208905266718891e+00
9.7500000000000000e+02,1.0061026967163698e+00,9.9133012469118620e-01,1.0208754816749326e+00
9.7600000000000000e+02,1.0061028031830594e+00,9.9172729626864120e-01,1.0212846503161406e+00
9.7700000000000000e+02,1.0065059732923909e+00,9.9147926363693417e-01,1.0210232548539311e+00
9.7800000000000000e+02,1.0062512592454327e+00,9.9137580166191119e-01,1.0208931612588579e+00
9.7900000000000000e+02,1.0061344814603845e+00,9.9164454733983365e-01,1.0211497390705742e+00
9.8000000000000000e+02,1.0063971432052039e+00,9.9162477562400708e-01,1.0211002034042207e+00
9.8100000000000000e+02,1.0063624895141139e+00,9.9165236895219744e-01,1.0210978224440290e+00
9.8200000000000000e+02,1.0063750956981132e+00,9.9169508733058775e-01,1.0211107884004864e+00
9.8300000000000000e+02,1.0064029378655370e+00,9.9138066541483916e-01,1.0207925926852845e+00
9.8400000000000000e+02,1.0060866290500619e+00,9.9149589101539182e-01,1.0208806571644411e+00
9.8500000000000000e+02,1.0061882740899164e+00,9.9124847065110200e-01,1.0206202845282235e+00
9.8600000000000000e+02,1.0059343775896628e+00,9.9094947311281945e-01,1.0203153684462534e+00
9.8700000000000000e+02,1.0056324207795364e+00,9.9065981827024308e-01,1.0200184841940958e+00
9.8800000000000000e+02,1.0053391512321694e+00,9.9057045243548081e-01,1.0199021998901230e+00
9.8900000000000000e+02,1.0052363261628019e+00,9.9071461617394774e-01,1.0200212727944911e+00
9.9000000000000000e+02,1.0053679444842194e+00,9.9069188505495009e-01,1.0199693342776368e+00
9.9100000000000000e+02,1.0053306096662935e+00,9.9056617337772379e-01,1.0198191039951479e+00
9.9200000000000000e+02,1.0051926386864358e+00,9.9038055449395568e-01,1.0196140457501506e+00
9.9300000000000000e+02,1.0049973001220531e+00,9.9030694971046662e-01,1.0195130342876091e+00
9.9400000000000000e+02,1.0049099919990379e+00,9.9007292974482120e-01,1.0192649432288801e+00
9.9500000000000000e+02,1.0046689364868506e+00,9.8982470626782271e-01,1.0190044342164895e+00
9.9600000000000000e+02,1.0044145702421561e+00,9.9021514356992513e-01,1.0194069647038801e+00
9.9700000000000000e+02,1.0048110541369026e+00,9.9055422940077076e-01,1.0197471430774581e+00
9.9800000000000000e+02,1.0051506862391144e+00,9.9042151695352598e-01,1.0195907087698146e+00
9.9900000000000000e+02,1.0050061128616703e+00,9.9080991559372811e-01,1.0199908537757341e+00
